donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Holding Redlich,990,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,2876,46,VIC,"Level 8, 555 Bourke Street",3000,Law Firms
Infrastructure Partnerships Australia Ltd,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,400,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,222,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,181,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Infrastructure Partnerships Australia Ltd,125,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21123,46,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Insurance Australia Group Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,465,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,300,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,200,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,135,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,110,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,100,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19301,46,NSW,388 George Street,2000,Finance/Insurance
JADE FISHERIES PTY LTD ATF JADE UNIT TRUST,20000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36657,46,NSW,"LEVEL 15, 201 MILLER ST",2060,Food
Jayco Corporation Pty Ltd,15000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,21742,46,VIC,11-61 Jayco Drive,3175,Entertainment
JR Enterprises Pty Ltd T/as Crocodile Farm Hotel,20000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,8932,46,NSW,PO Box 1007,2131,Hotels/Clubs
KPMG Australia,2020,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,32569,46,VIC,147 Collins Street,3000,Accounting/Advisory
KPMG Australia,1650,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,32569,46,VIC,147 Collins Street,3000,Accounting/Advisory
KPMG Australia,1650,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,32569,46,VIC,147 Collins Street,3000,Accounting/Advisory
KPMG Australia,185,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,32569,46,VIC,147 Collins Street,3000,Accounting/Advisory
Largo Investments Consulting Group Pty Ltd,25000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36658,46,NSW,Level 7 89 York Street,2000,Finance/Insurance
leppington pastoral co,50000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,12500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,8000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,2500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
leppington pastoral co,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36964,46,NSW,1675 northern rd,2556,Agriculture
Macquarie Group Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20324,46,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20324,46,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20324,46,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20324,46,NSW,GPO Box 4294,1164,Finance/Insurance
Macquarie Group Limited,250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,20324,46,NSW,GPO Box 4294,1164,Finance/Insurance
Mandarin International Investment Pty Ltd ATF 626 Family Trust,20000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36614,46,NSW,"Level 15, 201 Miller Street",2060,Family Trust
Mandarin International Investment Pty Ltd ATF 626 Family Trust,960,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36614,46,NSW,"Level 15, 201 Miller Street",2060,Family Trust
Manildra Group of Companies,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,16376,46,NSW,6 Frank Street,2111,Food
Manildra Group of Companies,4000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,16376,46,NSW,6 Frank Street,2111,Food
Manildra Group of Companies,3599,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,16376,46,NSW,6 Frank Street,2111,Food
Manildra Group of Companies,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,16376,46,NSW,6 Frank Street,2111,Food
Medicines Australia Limited,15000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34014,46,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34014,46,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medicines Australia Limited,800,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34014,46,ACT,Level 1 / 16 Napier Close,2600,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,5500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,1250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,150,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Medtronic Australasia Pty Ltd,145,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,29770,46,NSW,5 Alma Road,2113,Pharmaceutical/Health
Midgeon Holdings Pty Ltd,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34004,46,NSW,Aurora Place Level 33.3 88 Phillip Street,2000,Industrial/Manufacturing
Midgeon Holdings Pty Ltd,4000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34004,46,NSW,Aurora Place Level 33.3 88 Phillip Street,2000,Industrial/Manufacturing
Midgeon Holdings Pty Ltd,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34004,46,NSW,Aurora Place Level 33.3 88 Phillip Street,2000,Industrial/Manufacturing
Midgeon Holdings Pty Ltd,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34004,46,NSW,Aurora Place Level 33.3 88 Phillip Street,2000,Industrial/Manufacturing
Midgeon Holdings Pty Ltd,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34004,46,NSW,Aurora Place Level 33.3 88 Phillip Street,2000,Industrial/Manufacturing
Mr David Paradice,12500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34668,46,,,,Individual
Mr David Paradice,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34668,46,,,,Individual
Mr John Sample,1750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,37044,46,,,,Individual
Mr Marcus Blackmore,25000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,27907,46,,,,Individual
Mr Marcus Blackmore,25000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,27907,46,,,,Individual
Mr Marcus Blackmore,15000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,27907,46,,,,Individual
Mr Matthew Koder,50000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36457,46,,,,Individual
Mr Maxwell Dunbier,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36476,46,,,,Individual
Mr Michael Crouch,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Michael Crouch,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Michael Crouch,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Michael Crouch,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Michael Crouch,1650,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Michael Crouch,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34003,46,,,,Individual
Mr Mr David Zalmon Baffsky,10000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34667,46,,,,Individual
Mr Mr David Zalmon Baffsky,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,34667,46,,,,Individual
Mr Paul Espie,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,7233,46,,,,Individual
Mr Paul Espie,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,7233,46,,,,Individual
Mr Paul Espie,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,7233,46,,,,Individual
Mr Paul Espie,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,7233,46,,,,Individual
Mr Peter and Sharon Ivany,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36711,46,,,,Individual
Mr Peter and Sharon Ivany,1650,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36711,46,,,,Individual
MSD,5500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30199,46,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
MSD,3300,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30199,46,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
MSD,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30199,46,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
MSD,300,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,30199,46,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
National Australia Bank Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,3745,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,2978,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,2500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,2500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,1800,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,724,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,300,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
National Australia Bank Limited,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,19045,46,VIC,"Level 1, 800 Bourke Street",3008,Finance/Insurance
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,22000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,12500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,2000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,1500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,135,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
NATIONAL ROADS & MOTORISTS' ASSOCIATION LIMITED,100,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,22032,46,NSW,9a York Street,2000,Transportation
Nine Entertainment Co,11000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36528,46,NSW,24 Artarmon Road,2068,Entertainment
Nine Entertainment Co,750,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36528,46,NSW,24 Artarmon Road,2068,Entertainment
Norton Rose Fulbright Australia,2700,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,36502,46,NSW,Sydney Office: Level 16 Grosvenor Place 225 George Street,2000,Law Firms
Novartis Pharmaceuticals Australia Pty Limited,5000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,4070,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,1250,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,1000,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,500,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
Novartis Pharmaceuticals Australia Pty Limited,275,"Liberal Party of Australia, NSW Division",Liberal,2015-2016,1351,46,NSW,54 Waterloo Road,2113,Pharmaceutical/Health
