donor-name,value,recipient-name,party-group,period,donor-id,recipient-id,donor-state,donor-address,donor-postcode,donor-category
Consolidated Properties Group Pty Ltd,20000,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,16500,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,16500,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,3000,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,1000,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,990,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Consolidated Properties Group Pty Ltd,500,Liberal National Party of Queensland,Liberal,2015-2016,29784,211,QLD,L7 175 Eagle Street,4000,Property/Construction
Financial Services Council Limited,1407,Liberal National Party of Queensland,Liberal,2015-2016,30081,211,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,2000,Liberal National Party of Queensland,Liberal,2015-2016,33890,211,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Genworth Mortgage Insurance Australia Limited,1500,Liberal National Party of Queensland,Liberal,2015-2016,33890,211,NSW,"Level 26, 101 Miller Street",2060,Finance/Insurance
Gulf Coast Aviation Pty Ltd,93283,Liberal National Party of Queensland,Liberal,2015-2016,33073,211,NSW,8-10 Walker Street,2576,Transportation
Gulf Coast Pty Ltd,30000,Liberal National Party of Queensland,Liberal,2015-2016,36509,211,NSW,8 - 10 Walker Street,2576,Transportation
Gulf Coast Pty Ltd,30000,Liberal National Party of Queensland,Liberal,2015-2016,36509,211,NSW,8 - 10 Walker Street,2576,Transportation
Gulf Coast Pty Ltd,20000,Liberal National Party of Queensland,Liberal,2015-2016,36509,211,NSW,8 - 10 Walker Street,2576,Transportation
Healthscope Operations Pty td,5000,Liberal National Party of Queensland,Liberal,2015-2016,30374,211,VIC,Level 1 312 St Kilda Road,3004,Pharmaceutical/Health
Ian Cr Ian McKenzie,20000,Liberal National Party of Queensland,Liberal,2015-2016,36578,211,,,,Individual
Ian Cr Ian McKenzie,5000,Liberal National Party of Queensland,Liberal,2015-2016,36578,211,,,,Individual
Ian Cr Ian McKenzie,5000,Liberal National Party of Queensland,Liberal,2015-2016,36578,211,,,,Individual
Ian Cr Ian McKenzie,5000,Liberal National Party of Queensland,Liberal,2015-2016,36578,211,,,,Individual
Ian Cr Ian McKenzie,5000,Liberal National Party of Queensland,Liberal,2015-2016,36578,211,,,,Individual
Infrastructure Partnerships Australia Ltd,909,Liberal National Party of Queensland,Liberal,2015-2016,21123,211,NSW,Suite 303 Level 3 95 Pitt Street,2000,Property/Construction
Iwasaki Sangyo Co. (Aust) Pty Ltd,10000,Liberal National Party of Queensland,Liberal,2015-2016,33245,211,QLD,Locked Bag 350,4703,Property/Construction
J Hutchinson Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,3000,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,2500,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,2000,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,1900,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,990,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,900,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,500,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
J Hutchinson Pty Ltd,350,Liberal National Party of Queensland,Liberal,2015-2016,21114,211,QLD,Locked Bag 3002,4066,Property/Construction
Jefferson Investments Pty Limited,1200,Liberal National Party of Queensland,Liberal,2015-2016,33319,211,NSW,GPO Box 1612,2001,Finance/Insurance
JJ Richards & Sons Pty Ltd,7500,Liberal National Party of Queensland,Liberal,2015-2016,19668,211,QLD,PO Box 235,4163,Waste/Water Mgmt
JJ Richards & Sons Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,19668,211,QLD,PO Box 235,4163,Waste/Water Mgmt
JJ Richards & Sons Pty Ltd,1100,Liberal National Party of Queensland,Liberal,2015-2016,19668,211,QLD,PO Box 235,4163,Waste/Water Mgmt
Jonwen Investments Pty Ltd,50000,Liberal National Party of Queensland,Liberal,2015-2016,30089,211,QLD,PO Box 512,4212,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kilimanjaro Holdings Pty Ltd,1500,Liberal National Party of Queensland,Liberal,2015-2016,36540,211,QLD,PO Box 2611,4006,Uncategorised
Kobe Brisbane Trade and Investment Corporation,16500,Liberal National Party of Queensland,Liberal,2015-2016,23114,211,QLD,GPO Box 2866,4001,Finance/Insurance
KPMG Australia,16500,Liberal National Party of Queensland,Liberal,2015-2016,32569,211,VIC,147 Collins Street,3000,Accounting/Advisory
KPMG Australia,2200,Liberal National Party of Queensland,Liberal,2015-2016,32569,211,VIC,147 Collins Street,3000,Accounting/Advisory
Laurence Lancini Constructions Pty Ltd,30000,Liberal National Party of Queensland,Liberal,2015-2016,10382,211,QLD,PO Box 7315,4814,Property/Construction
Manildra Group of Companies,5000,Liberal National Party of Queensland,Liberal,2015-2016,16376,211,NSW,6 Frank Street,2111,Food
McInnes Wilson Lawyers,25000,Liberal National Party of Queensland,Liberal,2015-2016,15899,211,QLD,Level 23 345 Queen Street,4000,Law Firms
Metro Property Development Pty Ltd,25000,Liberal National Party of Queensland,Liberal,2015-2016,29522,211,VIC,"Level 4, 484 St kilda Road",3004,Property/Construction
Metro Property Development Pty Ltd,25000,Liberal National Party of Queensland,Liberal,2015-2016,29522,211,VIC,"Level 4, 484 St kilda Road",3004,Property/Construction
Minerals Council of Australia,1500,Liberal National Party of Queensland,Liberal,2015-2016,27919,211,ACT,Level 3 44 Sydney Avenue,2603,Resources
Minerals Council of Australia,1200,Liberal National Party of Queensland,Liberal,2015-2016,27919,211,ACT,Level 3 44 Sydney Avenue,2603,Resources
Mowburn Nominees,50000,Liberal National Party of Queensland,Liberal,2015-2016,30319,211,VIC,P O Box 486,3585,Agriculture
Mowburn Nominees,10000,Liberal National Party of Queensland,Liberal,2015-2016,30319,211,VIC,P O Box 486,3585,Agriculture
Mowburn Nominees,5000,Liberal National Party of Queensland,Liberal,2015-2016,30319,211,VIC,P O Box 486,3585,Agriculture
Mr Adam Dando,20000,Liberal National Party of Queensland,Liberal,2015-2016,36571,211,,,,Individual
Mr Alan Gascoyne,30000,Liberal National Party of Queensland,Liberal,2015-2016,36572,211,,,,Individual
Mr Ian Macfarlane,69503,Liberal National Party of Queensland,Liberal,2015-2016,36478,211,,,,Individual
Mr Ian Robert McCauley,70000,Liberal National Party of Queensland,Liberal,2015-2016,30091,211,,,,Individual
Mr Ian Robert McCauley,10000,Liberal National Party of Queensland,Liberal,2015-2016,30091,211,,,,Individual
Mr John O'Shea,15000,Liberal National Party of Queensland,Liberal,2015-2016,36585,211,,,,Individual
Mr John O'Shea,15000,Liberal National Party of Queensland,Liberal,2015-2016,36585,211,,,,Individual
Mr John Pearce,10000,Liberal National Party of Queensland,Liberal,2015-2016,36498,211,,,,Individual
Mr John Pearce,5000,Liberal National Party of Queensland,Liberal,2015-2016,36498,211,,,,Individual
Mr John Pearce,2000,Liberal National Party of Queensland,Liberal,2015-2016,36498,211,,,,Individual
Mr Marcus Blackmore,12000,Liberal National Party of Queensland,Liberal,2015-2016,27907,211,,,,Individual
Mr Peter O'Shea,30000,Liberal National Party of Queensland,Liberal,2015-2016,36593,211,,,,Individual
Mr Robert  Bryan,24000,Liberal National Party of Queensland,Liberal,2015-2016,36849,211,,,,Individual
Mr Ronald Baldwin,20000,Liberal National Party of Queensland,Liberal,2015-2016,29352,211,,,,Individual
Mr Ronald Baldwin,2200,Liberal National Party of Queensland,Liberal,2015-2016,29352,211,,,,Individual
Mrs Nicole Shambrook,25000,Liberal National Party of Queensland,Liberal,2015-2016,36592,211,,,,Individual
MSD,1000,Liberal National Party of Queensland,Liberal,2015-2016,30199,211,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
MSD,550,Liberal National Party of Queensland,Liberal,2015-2016,30199,211,NSW,"Level 1, Building A 26 Talavera Road",2113,Pharmaceutical/Health
Nan Xin Investment Brisbane Pty Ltd,20000,Liberal National Party of Queensland,Liberal,2015-2016,36591,211,QLD,11/47 Hindes Street,4179,Property/Construction
Next Level Holdings Pty Ltd,11000,Liberal National Party of Queensland,Liberal,2015-2016,33913,211,QLD,GPO Box 411,4001,Uncategorised
Next Level Holdings Pty Ltd,3000,Liberal National Party of Queensland,Liberal,2015-2016,33913,211,QLD,GPO Box 411,4001,Uncategorised
Next Level Holdings Pty Ltd,990,Liberal National Party of Queensland,Liberal,2015-2016,33913,211,QLD,GPO Box 411,4001,Uncategorised
Next Level Holdings Pty Ltd,550,Liberal National Party of Queensland,Liberal,2015-2016,33913,211,QLD,GPO Box 411,4001,Uncategorised
Next Level Holdings Pty Ltd,550,Liberal National Party of Queensland,Liberal,2015-2016,33913,211,QLD,GPO Box 411,4001,Uncategorised
Norton Rose Fulbright Australia,2000,Liberal National Party of Queensland,Liberal,2015-2016,36502,211,NSW,Sydney Office: Level 16 Grosvenor Place 225 George Street,2000,Law Firms
Norton Rose Fulbright Australia,1569,Liberal National Party of Queensland,Liberal,2015-2016,36502,211,NSW,Sydney Office: Level 16 Grosvenor Place 225 George Street,2000,Law Firms
Origin Energy,2200,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,2000,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,1200,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,1000,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,500,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Origin Energy,330,Liberal National Party of Queensland,Liberal,2015-2016,29732,211,NSW,Level 45 Australia Square 264-278 George Street,2000,Energy
Pfizer Australia Pty Limited,150,Liberal National Party of Queensland,Liberal,2015-2016,601,211,NSW,38-42 Wharf Road,2114,Pharmaceutical/Health
Plenary Group Holdings Pty Ltd,4400,Liberal National Party of Queensland,Liberal,2015-2016,28755,211,NSW,Level 21 126 Phillip Street,2000,Property/Construction
Pointcorp Holdings Pty Ltd,15000,Liberal National Party of Queensland,Liberal,2015-2016,36594,211,QLD,Level 2 Oxley House 25 Donin Street,4101,Property/Construction
Pointcorp Holdings Pty Ltd,15000,Liberal National Party of Queensland,Liberal,2015-2016,36594,211,QLD,Level 2 Oxley House 25 Donin Street,4101,Property/Construction
Pondcote Pty Ltd atf Darrouzet Family Trust,30000,Liberal National Party of Queensland,Liberal,2015-2016,36470,211,QLD,57 Didsbury Street,4169,Family Trust
Pondcote Pty Ltd atf Darrouzet Family Trust,30000,Liberal National Party of Queensland,Liberal,2015-2016,36470,211,QLD,57 Didsbury Street,4169,Family Trust
Pondcote Pty Ltd atf Darrouzet Family Trust,30000,Liberal National Party of Queensland,Liberal,2015-2016,36470,211,QLD,57 Didsbury Street,4169,Family Trust
Pondcote Pty Ltd atf Darrouzet Family Trust,2000,Liberal National Party of Queensland,Liberal,2015-2016,36470,211,QLD,57 Didsbury Street,4169,Family Trust
Pondcote Pty Ltd atf Darrouzet Family Trust,1000,Liberal National Party of Queensland,Liberal,2015-2016,36470,211,QLD,57 Didsbury Street,4169,Family Trust
PremierState Consulting Pty Ltd,600,Liberal National Party of Queensland,Liberal,2015-2016,33863,211,NSW,"Suite 6101, Level 61  MLC Centre",2000,Advocacy/Lobbyist
Prestige Packing Company Pty Ltd,15000,Liberal National Party of Queensland,Liberal,2015-2016,36595,211,QLD,PO Box 1103,4720,Retail & Service
Pricewaterhousecoopers,2500,Liberal National Party of Queensland,Liberal,2015-2016,21246,211,NSW,GPO Box 2650,1171,Accounting/Advisory
QBE Insurance (Australia) Limited,5000,Liberal National Party of Queensland,Liberal,2015-2016,20362,211,NSW,"Level 27, 8 Chifley Square",2000,Finance/Insurance
Ramsay Health Care Limited,5000,Liberal National Party of Queensland,Liberal,2015-2016,28902,211,NSW,"Suite 18.03, Level 18, Deutsche Bank Place 126 Phillip Street",2000,Pharmaceutical/Health
Restaurant & Catering Industry Association of Australia,1000,Liberal National Party of Queensland,Liberal,2015-2016,33957,211,NSW,PO BOX 121,2010,Advocacy/Lobbyist
Restaurant & Catering Industry Association of Australia,250,Liberal National Party of Queensland,Liberal,2015-2016,33957,211,NSW,PO BOX 121,2010,Advocacy/Lobbyist
Retail Guild of Australia Inc,3600,Liberal National Party of Queensland,Liberal,2015-2016,33082,211,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,3000,Liberal National Party of Queensland,Liberal,2015-2016,33082,211,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,1600,Liberal National Party of Queensland,Liberal,2015-2016,33082,211,NSW,1 Thomas Holt Drive,2113,Retail & Service
Retail Guild of Australia Inc,150,Liberal National Party of Queensland,Liberal,2015-2016,33082,211,NSW,1 Thomas Holt Drive,2113,Retail & Service
Saints Hotels & Resorts Pty Ltd,16500,Liberal National Party of Queensland,Liberal,2015-2016,23267,211,QLD,GPO Box 2866,4001,Hotels/Clubs
Santos Limited,4400,Liberal National Party of Queensland,Liberal,2015-2016,626,211,SA,60 Flinders Street,5000,Resources
Santos Limited,3300,Liberal National Party of Queensland,Liberal,2015-2016,626,211,SA,60 Flinders Street,5000,Resources
Santos Limited,1200,Liberal National Party of Queensland,Liberal,2015-2016,626,211,SA,60 Flinders Street,5000,Resources
Santos Limited,1000,Liberal National Party of Queensland,Liberal,2015-2016,626,211,SA,60 Flinders Street,5000,Resources
Shooting Industry Foundation of Australia Limited,4000,Liberal National Party of Queensland,Liberal,2015-2016,36565,211,VIC,PO Box 8133,3660,Sports
Shooting Industry Foundation of Australia Limited,4000,Liberal National Party of Queensland,Liberal,2015-2016,36565,211,VIC,PO Box 8133,3660,Sports
Sir Kostas Constantinou,25000,Liberal National Party of Queensland,Liberal,2015-2016,36587,211,,,,Individual
Sir Kostas Constantinou,25000,Liberal National Party of Queensland,Liberal,2015-2016,36587,211,,,,Individual
Suncorp Group Limited,3300,Liberal National Party of Queensland,Liberal,2015-2016,34194,211,QLD,Level 28 266 George Street,4000,Finance/Insurance
Superior Production Company Pty Ltd,20000,Liberal National Party of Queensland,Liberal,2015-2016,36601,211,QLD,PO Box 1103,4720,Uncategorised
Tatts Group Limited,12000,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,11181,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,4400,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,2459,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,2000,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,2000,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,1500,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Tatts Group Limited,1000,Liberal National Party of Queensland,Liberal,2015-2016,37143,211,QLD,87 Ipswich Rd,4102,Gambling
Walker Group Holdings Pty Ltd,5000,Liberal National Party of Queensland,Liberal,2015-2016,21316,211,NSW,GPO Box 4073,2001,Property/Construction
Wanda Ridong (Gold Coast) Development Pty Ltd,20000,Liberal National Party of Queensland,Liberal,2015-2016,36596,211,QLD,"Suite B, Level 14 50 Cavill Avenue",4217,Property/Construction
WINGATE PROPERTIES,10000,Liberal National Party of Queensland,Liberal,2015-2016,34139,211,QLD,U10 35 Buchanan Street,4101,Property/Construction
WINGATE PROPERTIES,1750,Liberal National Party of Queensland,Liberal,2015-2016,34139,211,QLD,U10 35 Buchanan Street,4101,Property/Construction
WINGATE PROPERTIES,950,Liberal National Party of Queensland,Liberal,2015-2016,34139,211,QLD,U10 35 Buchanan Street,4101,Property/Construction
Mr Jon Fogarty,57000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33743,41,,,,Individual
Tim Roberts,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36649,41,,,,Individual
Tim Roberts,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36649,41,,,,Individual
Tim Roberts,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36649,41,,,,Individual
Tim Roberts,15,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36649,41,,,,Individual
BGC (Australia) Pty Ltd,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,13000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,8000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,3600,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
BGC (Australia) Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,14058,41,WA,PO Box 7223,6850,Property/Construction
CapitalHill Advisory Pty Ltd,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33865,41,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
CapitalHill Advisory Pty Ltd,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33865,41,ACT,"Level 1, The Realm 18 National Circuit",2600,Advocacy/Lobbyist
Careers Australia Group,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,34340,41,QLD,PO Box 1433,4006,Education
Careers Australia Group,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,34340,41,QLD,PO Box 1433,4006,Education
Chaoshan No 1 Pty Ltd ATF Legpro 30 Unit Trust,20000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,34296,41,NSW,Level 15 201 Miller Street,2060,Finance/Insurance
Chaoshan No 1 Pty Ltd ATF Legpro 30 Unit Trust,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,34296,41,NSW,Level 15 201 Miller Street,2060,Finance/Insurance
CHC (St Louis) Pty Ltd,20000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36639,41,WA,10 Albert Street,6010,Retail & Service
Chevron Australia Pty Ltd,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,7700,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,6600,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,5500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,1500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,1000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,660,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Chevron Australia Pty Ltd,330,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,29556,41,WA,250 St Georges Terrace,6000,Resources
Crown Resorts Limited,25000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,25000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,4000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,3442,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,3304,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,1150,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,600,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Crown Resorts Limited,450,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,4442,41,VIC,8 Whiteman St ,3006,Gambling
Ernst & Young,5000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33593,41,NSW,200 George Street ,2000,Accounting/Advisory
Ernst & Young,750,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33593,41,NSW,200 George Street ,2000,Accounting/Advisory
Financial Services Council Limited,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,30081,41,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Financial Services Council Limited,1300,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,30081,41,NSW,"Level 24, 44 Market Street",2000,Finance/Insurance
Glencore Australia Holdings Pty Limited,15000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36830,41,NSW,"Level 44, Gateway 1 Macquarie Place",2000,Resources
Glencore Australia Holdings Pty Limited,500,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36830,41,NSW,"Level 44, Gateway 1 Macquarie Place",2000,Resources
Glencore Australia Holdings Pty Limited,120,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36830,41,NSW,"Level 44, Gateway 1 Macquarie Place",2000,Resources
Gresham Partners Holdings Limited,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36531,41,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
Gresham Partners Holdings Limited,130,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36531,41,NSW,Level 17 167 Macquarie Street,2000,Finance/Insurance
"Hong Kong Kingson Investment Co., Ltd.",200000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,20628,41,OS,"Room 201A, Wing On Plaza, 62 Mody Road, Tsim Sha Tsui Kowloon",,Property/Construction
Insurance Australia Group Limited,2000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19301,41,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,1300,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19301,41,NSW,388 George Street,2000,Finance/Insurance
Insurance Australia Group Limited,1200,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,19301,41,NSW,388 George Street,2000,Finance/Insurance
JADE FISHERIES PTY LTD ATF JADE UNIT TRUST,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,36657,41,NSW,"LEVEL 15, 201 MILLER ST",2060,Food
Jefferson Investments Pty Limited,10000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33319,41,NSW,GPO Box 1612,2001,Finance/Insurance
Jefferson Investments Pty Limited,4000,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33319,41,NSW,GPO Box 1612,2001,Finance/Insurance
Jefferson Investments Pty Limited,60,Liberal Party (W.A. Division) Inc,Liberal,2015-2016,33319,41,NSW,GPO Box 1612,2001,Finance/Insurance
